company,sector,horizon_days,amount,date_BUY_fix,date_SELL_fix,price_BUY,price_SELL,Volatility_Buy,Volatility_sell,Sharpe_Ratio,expected_return_yearly,inflation,nominal_return,investment,ESG_ranking,PE_ratio,EPS_ratio,PS_ratio,PB_ratio,NetProfitMargin_ratio,current_ratio,roa_ratio,roe_ratio
M,RETAIL,20,15000,2015-06-29,2015-07-20,50.66794967651367,54.48183059692383,0.2285234049352965,0.2400685497306388,0.2285234049352965,0.0004756788598673,-0.5,0.0752720594529606,1,14.5,11.36,4.23,0.61,3.1,5.33,1.65,7.01,27.5
HMC,AUTO,15,25000,2016-02-10,2016-02-25,25.32999992370605,25.63999938964844,0.2555076638317901,0.2593124380637724,0.2555076638317901,-0.0003768723216984,-0.2,0.0122384313808172,1,28.5,11.16,2.46,0.4,0.0,3.41,1.19,2.7,6.72
KSS,RETAIL,720,1500,2014-11-28,2016-11-17,46.119232177734375,45.38547897338867,0.219444396329266,0.4255052023981108,0.219444396329266,0.0135213548531378,-0.15,-0.0159099180471601,0,12.9,10.47,3.99,0.47,1.46,4.43,1.66,5.79,14.21
WMT,RETAIL,7,5000,2014-06-12,2014-06-19,64.93585968017578,65.05592346191406,0.1177119698882263,0.1166362156707418,0.1177119698882263,0.0018609111372064,-0.15,0.0018489596092147,1,27.3,14.01,4.85,0.47,2.81,3.32,0.88,7.74,20.12
TGT,RETAIL,30,2000,2017-12-28,2018-01-26,59.58373641967773,70.73385620117188,0.3029324526685888,0.3071301214862345,0.3029324526685888,0.009379847875263,1.96,0.1871336114767682,0,14.8,11.23,4.78,0.42,2.63,3.71,0.96,6.74,23.97
PEP,FMCG,330,3000,2014-10-03,2015-08-28,77.90328979492188,79.5479507446289,0.1281384373131127,0.1460993153373016,0.1281384373131127,0.0717894909891312,-0.15,0.021111572489898,1,17.6,17.15,4.52,1.79,5.03,10.39,1.16,8.8,29.54
GM,AUTO,180,1000,2018-10-03,2019-04-01,31.899259567260746,36.154727935791016,0.2784879693760721,0.3064368281735428,0.2784879693760721,0.0201611931738906,1.68,0.1334033587694242,0,30.6,65.78,0.48,0.31,1.08,0.52,0.89,0.35,2.01
GM,AUTO,90,300,2014-11-07,2015-02-05,25.055294036865234,29.00780296325684,0.2421045035540907,0.2459732191735982,0.2421045035540907,0.0100805965869453,-0.15,0.1577514484793536,1,30.6,16.35,1.55,0.27,0.93,1.73,1.29,1.56,6.29
HOG,AUTO,15,100,2017-01-11,2017-01-26,51.44727325439453,53.37178421020508,0.3566063183743139,0.349588285592124,0.3566063183743139,0.0018315957154311,1.96,0.0374074432729271,0,16.3,13.55,3.82,1.57,4.74,11.52,1.35,6.75,35.32
TGT,RETAIL,660,50,2015-06-03,2017-03-24,67.58378601074219,47.27537536621094,0.1919339757585285,0.2565985026308289,0.1919339757585285,0.206356653255787,-0.5,-0.3004923494712667,0,14.8,0.0,-2.2,0.58,2.97,-1.94,1.23,-3.29,-9.31
AXP,BANK,1,100,2018-06-08,2018-06-08,96.75495147705078,96.75495147705078,0.1927582200059075,0.1927582200059075,0.1927582200059075,0.0004033750123857,1.68,0.0,0,19.8,24.77,3.79,1.99,3.87,8.02,1.92,1.85,16.55
F,AUTO,300,100,2015-07-21,2016-05-16,10.827402114868164,10.600907325744627,0.2138725337936948,0.2572327873412838,0.2138725337936948,-0.0098440401224481,-0.5,-0.0209186642114744,0,29.7,12.17,0.92,0.32,1.69,1.58,6.24,1.06,8.8
KSS,RETAIL,15,1000,2014-10-01,2014-10-16,46.73032379150391,43.53556060791016,0.2198854090365849,0.2212269694434246,0.2198854090365849,0.0002816948927737,-0.15,-0.0683659543607655,0,12.9,9.99,4.1,0.46,1.44,4.6,1.88,6.01,14.73
HMC,AUTO,720,2000,2013-12-20,2015-12-10,41.10357284545898,32.060001373291016,0.2262337962047176,0.2421079338447774,0.2262337962047176,-0.0180898714415273,1.41,-0.220019108951184,0,28.5,12.98,2.69,0.53,1.05,4.1,1.27,3.16,8.21
TGT,RETAIL,210,500,2017-05-12,2017-12-08,49.66049575805664,56.41243362426758,0.254242606482909,0.3035801865685212,0.254242606482909,0.0656589351268413,1.96,0.1359619505029919,0,14.8,10.14,4.9,0.41,2.5,3.95,0.96,7.32,24.95
TGT,RETAIL,50,2000,2016-05-16,2016-07-05,64.7251205444336,60.500335693359375,0.2255540867331905,0.2381580039738987,0.2255540867331905,0.015633079792105,-0.2,-0.0652727227935236,0,14.8,12.62,5.42,0.59,3.24,4.61,1.16,8.31,25.5
PEP,FMCG,80,3000,2017-09-22,2017-12-11,101.4551773071289,107.21903228759766,0.1088325431228494,0.0992167622655538,0.1088325431228494,0.0174035129670621,1.96,0.056811836847125,0,17.6,20.88,4.84,2.3,10.72,10.97,1.35,9.18,57.09
AXP,BANK,70,1500,2014-06-25,2014-09-03,85.21231079101562,81.38433837890625,0.1827911068498756,0.1727315228844093,0.1827911068498756,0.0282362508670049,-0.15,-0.0449227626451479,0,19.8,16.37,5.22,2.59,4.42,15.83,2.18,3.69,28.39
AXP,BANK,6,3000,2015-01-27,2015-02-02,74.83731842041016,74.59209442138672,0.1823814688997505,0.1820367092056094,0.1823814688997505,0.0024202500743147,-0.5,-0.0032767609021725,0,19.8,15.19,5.55,2.48,4.17,16.27,2.23,3.79,28.81
HOG,AUTO,540,3000,2014-10-10,2016-04-01,47.32838439941406,44.89043045043945,0.2038517723470767,0.315355052839412,0.2038517723470767,0.065937445755521,-0.15,-0.0515114551217343,0,16.3,12.64,3.86,1.73,3.18,13.59,1.55,8.61,26.37
WMT,RETAIL,120,500,2014-10-17,2015-02-13,63.95677185058594,74.47760772705078,0.1156667565343769,0.1439873714305418,0.1156667565343769,0.0319013337806813,-0.15,0.1644991698618456,1,27.3,13.49,4.88,0.44,2.53,3.27,0.92,7.73,19.4
HMC,AUTO,270,300,2014-06-11,2015-03-09,34.869998931884766,33.459999084472656,0.1934287919082261,0.1917396749464915,0.1934287919082261,-0.0067837017905727,-0.15,-0.040435901651916,0,28.5,9.01,3.28,0.45,0.88,4.99,1.21,3.9,9.97
GOOG,TECH,80,20000,2016-10-04,2016-12-23,776.4299926757812,789.9099731445312,0.2152974545164274,0.2022928331756653,0.2152974545164274,0.0419459576839958,-0.2,0.017361488602848,1,22.8,28.44,27.33,6.79,3.99,22.29,6.88,12.47,15.08
BBY,RETAIL,100,20000,2017-03-07,2017-06-15,40.10508728027344,51.59616470336914,0.3574945065342562,0.383260967034241,0.3574945065342562,0.0718625886866412,1.96,0.286524184395625,0,12.0,10.45,3.83,0.33,2.64,3.12,1.48,9.0,27.73
FB,TECH,480,50000,2015-06-11,2016-10-03,81.83000183105469,128.77000427246094,0.2440496361447684,0.282226973159822,0.2440496361447684,0.3966492856346543,-0.5,0.5736282706960958,1,31.6,87.52,0.98,16.11,6.09,18.59,9.01,7.24,8.11
JPM,BANK,4,50,2014-01-31,2014-02-04,45.57172775268555,45.23423004150391,0.1953735578477549,0.1959688904888218,0.1953735578477549,0.0016664297869247,-0.15,-0.0074058572677607,0,27.9,11.07,4.32,1.71,0.85,15.51,0.95,0.68,7.94
AAPL,TECH,720,2000,2017-02-10,2019-01-31,31.417829513549805,40.64306640625,0.2066735201458453,0.3180731875024549,0.2066735201458453,0.4847910451761298,1.96,0.2936306242517981,0,16.5,13.14,2.09,2.74,4.35,20.73,1.23,14.31,34.94
COST,RETAIL,270,1000,2018-06-12,2019-03-08,195.09439086914065,218.5830078125,0.211527842109698,0.2198153394892074,0.211527842109698,0.123845475291711,1.68,0.1203961674075721,0,22.3,27.69,6.82,0.6,6.65,2.16,1.02,7.82,25.65
NVDA,TECH,7,400,2017-07-07,2017-07-14,145.3131561279297,163.3238067626953,0.4785168515987413,0.4808754178668824,0.4785168515987413,0.0094570413514871,1.96,0.1239437027911605,0,12.9,45.63,3.53,12.43,16.18,27.41,7.82,23.91,39.45
AMZN,TECH,7,100,2015-12-16,2015-12-23,675.77001953125,663.7000122070312,0.325717282082768,0.3254041249301369,0.325717282082768,0.0063055179873553,-0.5,-0.0178611169116249,0,27.4,545.07,1.24,3.0,23.79,0.56,1.05,1.07,4.92
KO,FMCG,360,1500,2014-03-13,2015-03-09,30.52448081970215,34.00174331665039,0.157423229761845,0.1489559533415012,0.157423229761845,0.0635327465441184,-0.15,0.1139171708599161,1,25.1,16.62,1.87,3.02,4.15,18.22,1.03,9.38,25.72
NVDA,TECH,7,50,2015-12-14,2015-12-21,31.868019104003903,32.19091033935547,0.3400088460937284,0.3392603858686595,0.3400088460937284,0.0094570413514871,-0.5,0.0101321401338997,1,12.9,25.64,1.08,3.21,3.34,12.33,6.82,8.36,13.6
HOG,AUTO,540,1500,2018-05-30,2019-11-21,38.940948486328125,34.885955810546875,0.2565983798266275,0.3294713532747005,0.2565983798266275,0.065937445755521,1.68,-0.104131841503679,0,16.3,13.32,2.96,1.19,3.29,8.97,1.11,5.0,26.35
WMT,RETAIL,660,15000,2017-04-19,2019-02-08,68.49430084228516,92.14449310302734,0.1760803616914521,0.2358482249446564,0.1760803616914521,0.1754573357937474,1.96,0.3452870088447077,0,27.3,15.76,4.41,0.44,2.76,2.79,0.77,6.77,17.2
DB,BANK,10,400,2013-10-30,2013-11-08,42.53882598876953,40.63695907592773,0.2974042298767911,0.2895313659213264,0.2974042298767911,-0.003861133967433,1.41,-0.0447089657186096,0,30.0,7.35,5.84,0.75,0.58,9.79,0.7,0.22,7.6
